,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
537,"War, economic uncertainty and global political unrest are the perfect storm for a cataclysmic cyber-attack",2022-11-02 16:18:21,GB,0.134,war economic uncertainty global political unrest perfect storm cataclysmic cyber-attack,positive,15,106,November 2022
538,Readers' Letters,2022-11-17 08:19:19,GB,-0.581,readers letters,negative,2,16,November 2022
539,An insight into health careers,2023-01-05 08:30:00,GB,0.789,insight health careers,positive,5,30,January 2023
540,£100m boost for biggest UK hydro scheme in decades,2023-03-21 07:13:00,gb,0.128,100m boost biggest uk hydro scheme decades,positive,9,50,March 2023
541,Highland Heroes: Vote for your Secondary Teacher of the Year,2023-02-03 18:00:00,GB,0.612,highland heroes vote secondary teacher year,positive,10,60,February 2023
542,‘They are invisible’: the migrant workers struggling in wake of India’s Covid response,2022-11-23 14:14:22,GB,-0.368,invisible migrant workers struggling wake india covid response,negative,13,86,November 2022
543,Glasgow council leader attacks east coast bias after Clyde fails in freeport bid,2023-01-18 13:40:06,GB,0.148,glasgow council leader attacks east coast bias clyde fails freeport bid,positive,13,80,January 2023
544,How the P&amp;J has reported the big deals of 2022 and 2023,2023-02-24 12:45:04,GB,-0.027,p amp j reported big deals 2022 2023,negative,12,59,February 2023
545,Scotch whisky veterans join first grain distillery in Borders,2022-11-02 16:51:00,GB,0.507,scotch whisky veterans join first grain distillery borders,positive,9,61,November 2022
546,Chancellor Jeremy Hunt's autumn statement set to highlight the differences between SNP and Tory governments – Angus Robertson,2022-11-15 05:55:00,GB,-0.545,chancellor jeremy hunt autumn statement set highlight differences snp tory governments angus robertson,negative,18,125,November 2022
547,"A lesson for Sunak: when the Tories take on striking workers, they don’t always win",2023-01-13 07:00:10,GB,-0.252,lesson sunak tories take striking workers always win,negative,15,83,January 2023
548,More rail strike disruption as new TUC boss calls for urgent meeting with PM,2023-01-04 09:07:09,GB,-0.345,rail strike disruption new tuc boss calls urgent meeting pm,negative,14,76,January 2023
549,"Pastry merger could bump up prices for shoppers, UK watchdog finds",2022-11-04 12:16:00,GB,0.222,pastry merger could bump prices shoppers uk watchdog finds,positive,11,66,November 2022
550,Artemis: why it may be the last mission for Nasa astronauts,2022-11-23 18:19:13,GB,0.161,artemis may last mission nasa astronauts,positive,11,59,November 2022
551,Renewable energy boom faces up to critical minerals shortage,2022-11-11 08:41:37,GB,-0.007,renewable energy boom faces critical minerals shortage,negative,9,60,November 2022
552,BUSINESS: Green freeport status welcomed by business chiefs and academics,2023-01-13 16:46:00,GB,0.589,business green freeport status welcomed business chiefs academics,positive,10,73,January 2023
553,"After independence, just who is really going to tell BAE systems to uproot its massive investment in the Clyde? – Reporting Scotland Up (Talking-up Scotland)",2022-11-18 12:03:13,GB,-0.246,independence really going tell bae systems uproot massive investment clyde reporting scotland talking-up scotland,negative,25,157,November 2022
554,"Readers&#8217; letters: Former John Lewis building, King Charles III&#8217;s coronation and Aberdeen City Council killing the city",2023-01-25 18:00:57,GB,-0.125,readers 8217 letters former john lewis building king charles iii 8217 coronation aberdeen city council killing city,negative,17,130,January 2023
555,'Sad day' as historic Scottish clothing retailer to close,2023-02-12 17:00:00,GB,-0.086,sad day historic scottish clothing retailer close,negative,9,57,February 2023
556,"Britain Remade poll backs clean energy, but demands better policy",2023-01-19 08:00:00,GB,-0.092,britain remade poll backs clean energy demands better policy,negative,10,65,January 2023
557,Historic ceremony sees leading institutions reaffirm their loyalty to King,2023-03-09 16:21:05,gb,0.276,historic ceremony sees leading institutions reaffirm loyalty king,positive,10,74,March 2023
558,Rise and Fall cast for Greg James' Channel 4 show - from GB News star to posh aristocrat,2023-03-21 15:37:33,gb,0.298,rise fall cast greg james channel 4 show gb news star posh aristocrat,positive,18,88,March 2023
559,McDonald&#8217;s and Starbucks earmarked for Huntly as part of £5 million business park proposals,2022-11-21 07:00:07,GB,0.117,mcdonald 8217 starbucks earmarked huntly part 5 million business park proposals,positive,14,97,November 2022
560,Your job could be at risk as Artificial Intelligence may replace 300 million workers in the future,2023-03-29 12:45:39,gb,0.05,job could risk artificial intelligence may replace 300 million workers future,positive,17,98,March 2023
561,Meet the The Apprentice candidates: A canon-firer and the Kim Kardashian of the business world,2023-01-03 13:45:43,GB,0.217,meet apprentice candidates canon-firer kim kardashian business world,positive,15,94,January 2023
562,DAVID MELLOR: For 33 years BP has supported Royal Opera... but the 'woke warriors' have triumphed,2023-02-04 10:07:09,GB,-0.465,david mellor 33 years bp supported royal opera woke warriors triumphed,negative,16,97,February 2023
563,Turkiye businessmen brothers open up their mansion in Hatay for quake victims,2023-02-22 16:01:33,GB,0.158,turkiye businessmen brothers open mansion hatay quake victims,positive,12,77,February 2023
564,Can the UK's race to space take off?,2023-01-07 04:12:22,GB,-0.019,uk race space take,negative,8,36,January 2023
565,Fife distillers to create jobs after winning approval to expand,2022-11-01 13:51:00,GB,0.237,fife distillers create jobs winning approval expand,positive,10,63,November 2022
566,Chancellor highlights energy security in meeting with oil and gas leaders,2022-12-09 17:52:06,GB,-0.116,chancellor highlights energy security meeting oil gas leaders,negative,11,73,December 2022
567,"Go Forth with the ambition to create 50,000 jobs",2023-01-31 12:50:47,GB,0.121,go forth ambition create 50 000 jobs,positive,9,48,January 2023
568,Watch live: Protesters hold Fridays for Future climate change strike in Germany,2023-03-03 11:59:32,gb,-0.186,watch live protesters hold fridays future climate change strike germany,negative,12,79,March 2023
569,Explore the nursery group that one parent ‘couldn’t recommend enough if you’re looking for a place for your child to flourish’,2022-12-19 11:57:35,GB,0.694,explore nursery group one parent recommend enough looking place child flourish,positive,21,126,December 2022
570,The world is heading towards CBDCs: the inevitable future of finance or new form of dystopian control?,2023-01-25 17:24:47,GB,0.015,world heading towards cbdcs inevitable future finance new form dystopian control,positive,17,102,January 2023
571,"Next step for Tayside&#8217;s £62m science project that could create 1,200 jobs",2023-01-13 06:55:06,GB,0.307,next step tayside 8217 62m science project could create 1 200 jobs,positive,12,79,January 2023
572,Where has Iraq's oil wealth gone?,2023-03-20 12:06:53,gb,-0.356,iraq oil wealth gone,negative,6,33,March 2023
573,"Readers&#8217; letters: Renewable energy&#8217;s effect on environment, capercaillie risk of extinction and the clock change",2023-03-28 18:00:39,gb,-0.371,readers 8217 letters renewable energy 8217 effect environment capercaillie risk extinction clock change,negative,15,124,March 2023
574,The days of our lives: Are you in these old school photos from Hazlehead Academy in Aberdeen?,2022-12-01 12:45:00,GB,-0.078,days lives old school photos hazlehead academy aberdeen,negative,17,93,December 2022
575,Tory government challenged over £2.5bn Rosyth warship contract,2023-01-27 01:01:00,GB,-0.136,tory government challenged 2.5bn rosyth warship contract,negative,8,62,January 2023
576,The Fall guitarist sells The Edinburgh Natural Skincare Company products to China,2022-11-25 19:13:39,GB,0.241,fall guitarist sells edinburgh natural skincare company products china,positive,12,81,November 2022
577,New £7.5m world-class testing facility to be built in Co Down,2022-11-21 01:01:00,GB,0.169,new 7.5m world-class testing facility built co,positive,11,61,November 2022
578,Should you bet your ISA allowance on beaten-down British shares bouncing back?,2023-03-17 23:39:32,gb,-0.035,bet isa allowance beaten-down british shares bouncing back,negative,12,78,March 2023
579,SNP leadership candidate pledges to scrap Highly Protected Marine Area proposals,2023-03-23 11:05:00,gb,-0.005,snp leadership candidate pledges scrap highly protected marine area proposals,negative,11,80,March 2023
580,"Insider Q&A: From oil to offshore wind, Ørsted transformed",2023-03-20 13:16:34,gb,0.004,insider q oil offshore wind rsted transformed,positive,9,58,March 2023
581,Port of Aberdeen underlines growth of offshore wind work,2023-03-24 06:00:00,gb,-0.033,port aberdeen underlines growth offshore wind work,negative,9,56,March 2023
582,Hemp makes a comeback in the construction industry,2023-01-27 01:07:49,GB,0.187,hemp makes comeback construction industry,positive,8,50,January 2023
584,Floating offshore wind farm approved off Welsh coast,2023-03-13 12:05:40,gb,0.094,floating offshore wind farm approved welsh coast,positive,8,52,March 2023
585,A bold new strategy is in place to help shape County Durham’s economy,2023-03-24 06:00:00,gb,0.337,bold new strategy place help shape county durham economy,positive,13,69,March 2023
586,Passport Office workers to strike for five weeks in escalation of pay row,2023-03-17 08:26:25,gb,-0.182,passport office workers strike five weeks escalation pay row,negative,13,73,March 2023
587,Leadership changes at Scotia Homes,2022-11-08 18:13:01,GB,0.481,leadership changes scotia homes,positive,5,34,November 2022
588,County Durham: Homes plagued with mould and damp to be demolished,2023-03-27 15:31:21,gb,-0.159,county durham homes plagued mould damp demolished,negative,11,65,March 2023
589,'He’s so cute!' Princess Kate in stitches after child dressed as builder steals limelight,2023-01-18 12:51:00,GB,0.227,cute princess kate stitches child dressed builder steals limelight,positive,14,89,January 2023
590,First-time buyers face losing homes in Help to Buy fiasco,2022-11-30 11:07:36,GB,-0.327,first-time buyers face losing homes help buy fiasco,negative,10,57,November 2022
591,Gordon &amp; MacPhail reports &#8216;robust&#8217; sales of £37.4 million as international markets spur growth,2022-11-23 01:01:07,GB,0.312,gordon amp macphail reports 8216 robust 8217 sales 37.4 million international markets spur growth,positive,14,110,November 2022
592,UK economy grew in October but respite set to be brief,2022-12-12 08:40:56,GB,-0.078,uk economy grew october respite set brief,negative,11,54,December 2022
593,Cairngorm funicular nears completion &#8211; nearly £9million over budget,2022-11-15 14:05:17,GB,-0.128,cairngorm funicular nears completion 8211 nearly 9million budget,negative,9,73,November 2022
594,GALLERY: Trotting through the archives at memories of ponies in the north-east,2022-11-27 07:00:52,GB,0.296,gallery trotting archives memories ponies north-east,positive,12,78,November 2022
595,"UK building sector activity falls, as house prices drop again; eurozone inflation down – business live",2023-01-06 12:52:13,GB,-0.16,uk building sector activity falls house prices drop eurozone inflation business live,negative,16,102,January 2023
596,‘It’s a farce’: the giant Brexit border control site now used to inspect Ukrainian pets,2023-01-21 17:22:07,GB,-0.384,farce giant brexit border control site used inspect ukrainian pets,negative,15,87,January 2023
597,Budget 2023: What happened to last year's pledges?,2023-01-31 02:11:48,GB,-0.171,budget 2023 happened last year pledges,negative,8,50,January 2023
598,Erdoğan faces backlash over building standards in city wrecked by quake,2023-02-19 07:00:07,GB,-0.085,erdo faces backlash building standards city wrecked quake,negative,11,71,February 2023
599,Russia&#x27;s economy has weathered the West&#x27;s sanctions - but how?,2023-02-24 03:39:49,GB,0.116,russia x27 economy weathered west x27 sanctions,positive,10,72,February 2023
600,"Mexico will try to ‘deceive the world’ at Cop27, experts warn",2022-11-08 17:22:12,GB,-0.07,mexico try deceive world cop27 experts warn,negative,11,61,November 2022
601,China Covid: Panic and fear drove iPhone factory breakout,2022-11-03 02:57:50,GB,-0.515,china covid panic fear drove iphone factory breakout,negative,9,57,November 2022
602,"ALEX BRUMMER: With buoyant economic news, it's time Doomsters in Chief stopped talking UK down",2023-01-13 18:13:06,GB,0.145,alex brummer buoyant economic news time doomsters chief stopped talking uk,positive,15,94,January 2023
603,Business people on the move,2022-12-12 08:00:00,GB,0.126,business people move,positive,5,27,December 2022
604,Should you buy property in north-east Scotland this year?,2023-01-27 10:42:08,GB,0.306,buy property north-east scotland year,positive,9,57,January 2023
605,Civil servant ‘sick’ at pension erosion as thousands walk out on Budget Day,2023-03-15 17:26:09,gb,-0.328,civil servant sick pension erosion thousands walk budget day,negative,13,75,March 2023
606,Second draft of Cop27 text: what has changed since the first draft?,2022-11-18 17:37:01,GB,-0.161,second draft cop27 text changed since first draft,negative,12,67,November 2022
607,‘UK could miss out’: is government doing enough for car battery industry?,2022-11-04 17:37:25,GB,-0.275,uk could miss government enough car battery industry,negative,12,73,November 2022
608,The chancellor hasn’t allocated enough money to make the key goal  – growth – possible,2023-03-16 15:30:31,gb,0.035,chancellor allocated enough money make key goal growth possible,positive,15,86,March 2023
609,"Construction industry slows as costs rise and uncertainty grows, survey finds",2022-11-03 01:01:00,GB,-0.19,construction industry slows costs rise uncertainty grows survey finds,negative,11,77,November 2022
610,Dad celebrating birth of son shot by neighbour with bow and arrow in row over noise,2022-11-04 18:26:17,GB,-0.242,dad celebrating birth son shot neighbour bow arrow row noise,negative,16,83,November 2022
611,NHS faces prospect of biggest walkout in its history,2023-01-18 19:11:11,GB,0.023,nhs faces prospect biggest walkout history,positive,9,52,January 2023
612,British Business Bank report highlights role of net zero,2023-03-01 15:05:06,GB,0.096,british business bank report highlights role net zero,positive,9,56,March 2023
613,NHS workers to consider pay offer after unions back proposals,2023-03-17 01:14:32,gb,-0.2,nhs workers consider pay offer unions back proposals,negative,10,61,March 2023
614,PMI: Sharpest decline in new NI business since January 2021,2022-11-14 10:39:22,GB,-0.054,pmi sharpest decline new ni business since january 2021,negative,10,59,November 2022
615,The Food Doc wins Excellence in Innovation Award,2022-11-09 23:08:17,GB,0.512,food doc wins excellence innovation award,positive,8,48,November 2022
616,Friends of St Fittick&#8217;s Park chairman &#8216;not happy&#8217; despite two thirds of park being saved in revised ETZ plans,2022-11-27 18:12:07,GB,-0.138,friends st fittick 8217 park chairman 8216 happy 8217 despite two thirds park saved revised etz plans,negative,19,127,November 2022
617,Israeli liberals fear new government will undo progress,2022-11-15 07:20:16,GB,0.213,israeli liberals fear new government undo progress,positive,8,55,November 2022
618,UK economy grew in October but Jeremy Hunt warns of ‘tough road ahead’,2022-12-12 19:49:03,GB,-0.026,uk economy grew october jeremy hunt warns tough road ahead,negative,13,70,December 2022
619,Former vaccines chief sounds warning about UK pandemic readiness,2022-11-30 18:47:23,GB,-0.108,former vaccines chief sounds warning uk pandemic readiness,negative,9,64,November 2022
620,Ukraine war: Life in Mariupol under Russian occupation,2023-03-13 01:03:15,gb,-0.296,ukraine war life mariupol russian occupation,negative,8,54,March 2023
621,Defence Secretary: Scottish independence would harm Rosyth navy shipbuilding jobs,2022-12-06 18:55:38,GB,0.214,defence secretary scottish independence would harm rosyth navy shipbuilding jobs,positive,10,81,December 2022
622,Junior doctors to vote on plans to hold three-day strike in row over pay,2023-01-06 11:26:23,GB,-0.191,junior doctors vote plans hold three-day strike row pay,negative,14,72,January 2023
623,Begbies Traynor issues gloomy forecast for firms,2023-01-24 14:00:07,GB,0.204,begbies traynor issues gloomy forecast firms,positive,7,48,January 2023
624,"In Senegal, Yellen talks about future of US-Africa relations",2023-01-20 13:36:49,GB,0.333,senegal yellen talks future us-africa relations,positive,9,60,January 2023
625,"The UK's privatisation drive cost lives, research suggests",2022-11-21 08:30:24,GB,-0.228,uk privatisation drive cost lives research suggests,negative,8,58,November 2022
626,New job-related T-levels are ‘the whole package’,2022-12-16 13:21:58,GB,0.217,new job-related t-levels whole package,positive,7,48,December 2022
627,13 projects selected to help decarbonise the North Sea,2023-03-27 07:53:38,gb,-0.187,13 projects selected help decarbonise north sea,negative,9,54,March 2023
628,Indian coal magnate Gautam Adani goes green,2022-12-02 04:41:21,GB,0.128,indian coal magnate gautam adani goes green,positive,7,43,December 2022
629,"Construction industry slows as costs rise and uncertainty grows, survey finds",2022-11-03 01:01:00,GB,-0.225,construction industry slows costs rise uncertainty grows survey finds,negative,11,77,November 2022
630,Offshore wind poised to become biggest construction sector in Scotland,2022-12-01 12:45:48,GB,-0.307,offshore wind poised become biggest construction sector scotland,negative,10,70,December 2022
631,UK construction declines further after sharp fall in housebuilding,2023-02-06 11:43:03,GB,-0.354,uk construction declines sharp fall housebuilding,negative,9,66,February 2023
632,Saudi Arabia unveils plans for  cube that could fit 20 Empire State buildings,2023-02-20 16:35:14,GB,-0.193,saudi arabia unveils plans cube could fit 20 empire state buildings,negative,13,77,February 2023
633,The one thing neither Rishi Sunak nor Keir Starmer mention in the immigration debate,2022-11-22 14:47:18,GB,-0.457,one thing neither rishi sunak keir starmer mention immigration debate,negative,14,84,November 2022
634,Law firm moves to new Edinburgh office with 'real moss feature wall' after staff have say in design,2022-11-08 13:56:40,GB,0.225,law firm moves new edinburgh office real moss feature wall staff say design,positive,18,99,November 2022
635,Health Secretary says nurses&amp;rsquo; pay demands &amp;lsquo;neither reasonable nor affordable&amp;rsquo;,2022-11-12 23:43:17,GB,-0.049,health secretary says nurses amp rsquo pay demands amp lsquo neither reasonable affordable amp rsquo,negative,10,107,November 2022
636,Global firms bid for A96 outlet,2022-11-23 11:40:00,GB,0.398,global firms bid a96 outlet,positive,6,31,November 2022
637,Water scarcity on agenda as Cop27 climate talks enter second week,2022-11-14 06:00:30,GB,-0.027,water scarcity agenda cop27 climate talks enter second week,negative,11,65,November 2022
638,Virgin Orbit secures licences for UK’s first space launch,2022-12-21 08:28:55,GB,0.273,virgin orbit secures licences uk first space launch,positive,9,57,December 2022
639,NHS faces prospect of biggest walkout in its history,2023-01-18 19:11:11,GB,0.08,nhs faces prospect biggest walkout history,positive,9,52,January 2023
640,"Scottish shipyards need ‘greater clarity’ over future military orders, say MPs",2023-01-27 01:01:00,GB,0.128,scottish shipyards need greater clarity future military orders say mps,positive,11,78,January 2023
641,Gove strips housing association’s funding after Awaab Ishak’s death due to mould,2022-11-24 08:05:28,GB,-0.538,gove strips housing association funding awaab ishak death due mould,negative,12,80,November 2022
642,Hundreds of schools closed in Wales as teachers go on strike,2023-02-01 16:16:59,GB,-0.335,hundreds schools closed wales teachers go strike,negative,11,60,February 2023
643,Perth: Morris Leslie Plant Hire in record JCB fleet contract,2023-03-16 17:33:11,gb,-0.049,perth morris leslie plant hire record jcb fleet contract,negative,10,60,March 2023
644,"Striking ambulance workers feel 'betrayed and demonised', union says",2023-01-14 14:27:12,GB,-0.336,striking ambulance workers feel betrayed demonised union says,negative,9,68,January 2023
645,Business insolvencies jump by 57% to 13-year high,2023-01-31 16:26:45,GB,-0.069,business insolvencies jump 57 13-year high,negative,8,49,January 2023
646,How cases of deadly asbestos cancer are rising in women,2023-01-02 23:54:19,GB,-0.353,cases deadly asbestos cancer rising women,negative,10,55,January 2023
647,Meet the host of Society Awards 2022,2022-11-03 18:00:37,GB,0.443,meet host society awards 2022,positive,7,36,November 2022
648,Becoming a Thought Leader: how to position yourself as an industry expert,2023-03-17 00:41:42,gb,0.585,becoming thought leader position industry expert,positive,12,73,March 2023
649,Transport Minister marks official opening of Aberdeen railway station redevelopment,2022-12-05 17:45:00,GB,0.296,transport minister marks official opening aberdeen railway station redevelopment,positive,10,83,December 2022
650,‘I don’t know what to do’: Skyrocketing inflation and rent prices leave many in Turkey struggling,2022-12-24 13:32:49,GB,-0.158,know skyrocketing inflation rent prices leave many turkey struggling,negative,16,97,December 2022
651,"It would be lovely to wave a magic wand, Sunak tells unions",2023-01-23 14:30:45,GB,-0.288,would lovely wave magic wand sunak tells unions,negative,12,59,January 2023
652,"Hydrogen not a panacea for reaching net zero, MPs conclude",2022-12-19 01:01:00,GB,0.181,hydrogen panacea reaching net zero mps conclude,positive,10,58,December 2022
653,Watch as Kilwaughter Minerals Limited lifts best large business title at Larne Business Awards 2022,2022-11-28 08:43:33,GB,0.646,watch kilwaughter minerals limited lifts best large business title larne business awards 2022,positive,15,99,November 2022
654,News Agenda: Why more affordable housing in Highlands and Islands is vital and what&#8217;s being done to help,2023-02-10 18:00:32,GB,0.066,news agenda affordable housing highlands islands vital 8217 done help,positive,18,110,February 2023
655,Flatpack wood turbines could give wind power a green boost,2023-03-12 08:00:00,gb,-0.127,flatpack wood turbines could give wind power green boost,negative,10,58,March 2023
656,Distillery is towering symbol of Scotland's new whisky ways,2023-03-27 07:18:36,gb,0.272,distillery towering symbol scotland new whisky ways,positive,9,59,March 2023
657,"Scotland creating highest proportion of green jobs in UK, showing need for investment in relevant skills, says PwC",2022-12-12 18:14:57,GB,0.201,scotland creating highest proportion green jobs uk showing need investment relevant skills says pwc,positive,18,114,December 2022
658,‘Gate to Hell’ opens in Russia with giant sinkhole spotted close to major ski resort,2022-12-12 18:41:57,GB,0.25,gate hell opens russia giant sinkhole spotted close major ski resort,positive,15,84,December 2022
659,Thousands of Scots workers to join UK-wide day of strikes,2023-02-01 09:35:13,GB,-0.024,thousands scots workers join uk-wide day strikes,negative,10,57,February 2023
660,Happy tenants move into new affordable housing,2023-01-25 10:52:46,GB,0.28,happy tenants move new affordable housing,positive,7,46,January 2023
661,"Daily horoscope for January 12, 2022 – forecast for all star signs",2023-01-12 01:01:00,GB,0.112,daily horoscope january 12 2022 forecast star signs,positive,12,66,January 2023
662,Trade associations unite against alcohol advertising ban,2023-02-22 04:19:48,GB,-0.227,trade associations unite alcohol advertising ban,negative,7,56,February 2023
663,Travelodge cheers record quarter and upbeat over outlook despite cost crisis,2022-11-28 12:57:35,GB,0.118,travelodge cheers record quarter upbeat outlook despite cost crisis,positive,11,76,November 2022
664,Sturgeon:  There is a gap between teacher pay demands and what is affordable,2023-01-19 16:37:24,GB,0.034,sturgeon gap teacher pay demands affordable,positive,13,76,January 2023
665,Teachers support strike action as MPs back controversial legislation,2023-01-17 00:11:11,GB,-0.118,teachers support strike action mps back controversial legislation,negative,9,68,January 2023
666,China top tech dealmaker goes missing amid graft crackdown,2023-02-17 11:44:48,GB,-0.405,china top tech dealmaker goes missing amid graft crackdown,negative,9,58,February 2023
667,Man given just £520 compensation from housing association after gran dies in mouldy flat,2023-02-28 13:52:52,GB,-0.72,man given 520 compensation housing association gran dies mouldy flat,negative,14,88,February 2023
668,Sturgeon sets out hopes for &amp;lsquo;good relationship&amp;rsquo; with new Prime Minister Sunak,2022-11-10 21:50:01,GB,0.0,sturgeon sets hopes amp lsquo good relationship amp rsquo new prime minister sunak,neutral,12,97,November 2022
669,More than 300 jobs at £150m Circular Fuels plant at Dorman Point,2023-02-08 07:43:48,GB,0.235,300 jobs 150m circular fuels plant dorman point,positive,12,64,February 2023
670,BGF invests £5m in Ballymena-based Clarke Group,2022-12-07 12:03:40,GB,0.084,bgf invests 5m ballymena-based clarke group,positive,7,47,December 2022
671,Edinburgh's Warm Spaces initiative will be vital for the tough winter ahead - Lorna Slater,2022-12-13 08:00:00,GB,0.121,edinburgh warm spaces initiative vital tough winter ahead lorna slater,positive,15,90,December 2022
672,Chinese manufacturing weakens amid COVID-19 outbreak,2022-12-31 07:04:39,GB,-0.401,chinese manufacturing weakens amid covid-19 outbreak,negative,6,52,December 2022
673,"Union demands are ‘economically incoherent’, says education secretary on biggest strike day in decade",2023-02-01 10:01:13,GB,-0.129,union demands economically incoherent says education secretary biggest strike day decade,negative,14,101,February 2023
674,What's in store for the Scottish economy in 2023,2022-12-24 12:11:05,GB,0.05,store scottish economy 2023,positive,9,48,December 2022
675,Germany to ease entry rules for skilled workers,2022-11-30 18:38:37,GB,-0.143,germany ease entry rules skilled workers,negative,8,47,November 2022
676,How skilled staff make room for growth at Inverness hotel,2023-01-19 16:58:34,GB,0.088,skilled staff make room growth inverness hotel,positive,10,57,January 2023
677,Levelling up: how UK freeports risk harbouring international crime,2023-01-31 18:15:12,GB,0.105,levelling uk freeports risk harbouring international crime,positive,9,66,January 2023
678,Kate Forbes due to unveil SNP leadership bid with focus on economy,2023-02-19 17:36:21,GB,0.011,kate forbes due unveil snp leadership bid focus economy,positive,12,66,February 2023
679,"'Welcome to hell, mate': What's it really like to work for Amazon?",2022-12-26 01:06:56,GB,-0.487,welcome hell mate really like work amazon,negative,12,66,December 2022
680,Expro enhances well construction portfolio with acquisition of Deltatek Global,2023-02-10 11:17:00,GB,0.471,expro enhances well construction portfolio acquisition deltatek global,positive,10,78,February 2023
681,Dutch Energy services specialist invests £1 million in UK premises,2023-02-21 15:45:46,GB,0.24,dutch energy services specialist invests 1 million uk premises,positive,10,66,February 2023
682,"Almost 20,000 new workers needed for Scotland’s construction sector, report says",2023-01-18 14:26:27,GB,-0.052,almost 20 000 new workers needed scotland construction sector report says,negative,11,80,January 2023
683,Travis Perkins reveals it axed 400 jobs and closed branches to slash costs,2023-02-28 10:34:58,GB,-0.517,travis perkins reveals axed 400 jobs closed branches slash costs,negative,13,74,February 2023
684,Eden Scott goes with the flow to lift profits,2023-03-11 06:00:00,gb,0.221,eden scott goes flow lift profits,positive,9,45,March 2023
685,Erdogan says Putin may visit Turkiye in April for power plant inauguration,2023-03-30 18:39:24,gb,-0.218,erdogan says putin may visit turkiye april power plant inauguration,negative,12,74,March 2023
686,Billions flow to nascent US battery sector with push from climate law,2022-11-16 08:15:17,GB,-0.142,billions flow nascent us battery sector push climate law,negative,12,69,November 2022
687,"In less than an hour, Jeremy Hunt delivered a death sentence to the aspirations of a generation",2022-11-17 15:16:17,GB,-0.234,less hour jeremy hunt delivered death sentence aspirations generation,negative,17,95,November 2022
688,Raimondo seeks to rally US behind $52 billion chip program,2023-02-23 06:13:59,GB,0.081,raimondo seeks rally us behind 52 billion chip program,positive,10,58,February 2023
689,Government to reopen competition for small modular reactors,2023-03-30 14:41:42,gb,-0.06,government reopen competition small modular reactors,negative,8,59,March 2023
690,Junior doctors to launch strike ahead of week of walkouts by several unions,2023-03-13 01:01:00,gb,-0.156,junior doctors launch strike ahead week walkouts several unions,negative,13,75,March 2023
691,Rishi Sunak: China represents challenge to world order,2023-03-13 19:01:25,gb,0.007,rishi sunak china represents challenge world order,positive,8,54,March 2023
692,Drunk builder caused three-car crash before hiding in field to avoid police,2022-12-01 13:25:40,GB,-0.119,drunk builder caused three-car crash hiding field avoid police,negative,12,75,December 2022
693,"Rishi Sunak invites all union leaders for ‘grown-up, honest’ talks on Monday in bid to end strikes",2023-01-06 12:32:19,GB,-0.087,rishi sunak invites union leaders grown-up honest talks monday bid end strikes,negative,17,98,January 2023
694,New images capture how the new development could impact Mosley Common,2023-03-05 07:51:32,gb,0.26,new images capture new development could impact mosley common,positive,11,69,March 2023
695,"GCC states to make $15bn annually through 'metaverse', report predicts",2022-12-12 16:51:47,GB,0.179,gcc states make 15bn annually metaverse report predicts,positive,10,70,December 2022
696,TONY MACKAY: Economy will be better in 2024 – but we face 2023 first,2023-01-05 21:00:00,GB,0.063,tony mackay economy better 2024 face 2023 first,positive,14,68,January 2023
697,Downton Abbey venue forced to scrap weddings thanks to Brexit,2023-02-04 10:57:44,GB,0.301,downton abbey venue forced scrap weddings thanks brexit,positive,10,61,February 2023
698,UN wants International Court of Justice’s view on countries’ climate obligations,2023-03-29 19:47:02,gb,0.026,un wants international court justice view countries climate obligations,positive,11,80,March 2023
699,Balance is key as healthcare sector faces up to climate change - Alasdair Rankin,2022-11-08 08:19:00,GB,0.215,balance key healthcare sector faces climate change alasdair rankin,positive,14,80,November 2022
700,‘Vast majority’ of schools in England and Wales affected by teachers’ strike,2023-02-01 21:27:45,GB,-0.246,vast majority schools england wales affected teachers strike,negative,12,76,February 2023
701,Witness to paradise being lost: my year in the dying Amazon,2022-12-16 16:00:55,GB,-0.314,witness paradise lost year dying amazon,negative,11,59,December 2022
702,Budget 2023: Childcare funding and other Jeremy Hunt claims checked,2023-03-16 16:27:14,gb,-0.58,budget 2023 childcare funding jeremy hunt claims checked,negative,10,67,March 2023
703,"Has sensible Sunak turned the Tory tide, or has Johnson sunk the ship?",2023-03-05 08:00:48,gb,0.033,sensible sunak turned tory tide johnson sunk ship,positive,13,70,March 2023
704,NHS strikes: Nurses and ambulance workers walk out together in biggest day of action yet,2023-02-06 10:29:46,GB,-0.51,nhs strikes nurses ambulance workers walk together biggest day action yet,negative,15,88,February 2023
705,Ocean Winds unveil undersea cable contract for Moray West wind farm,2022-11-10 16:00:00,GB,0.179,ocean winds unveil undersea cable contract moray west wind farm,positive,11,67,November 2022
706,UK narrowly avoids recession for second time in a year but set for one in 2023,2023-02-10 08:03:55,GB,-0.465,uk narrowly avoids recession second time year set one 2023,negative,16,78,February 2023
707,Four-day working week with no loss in pay adopted by 100 UK companies,2022-11-28 18:18:42,GB,-0.2,four-day working week loss pay adopted 100 uk companies,negative,13,69,November 2022
708,Aberdeen firm activpayroll expands through Asia Pacific acquisition,2022-12-19 12:00:00,GB,0.163,aberdeen firm activpayroll expands asia pacific acquisition,positive,8,67,December 2022
